ano,mes_num,dre_receita,dre_despesa,cash_in,cash_out,ap_realizado_caixa,ap_total,ap_realizado,ar_total,ar_realizado,ebitda_proxy,fcf_proxy,capital_giro_proxy,ccc_proxy
2029,5,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2029,6,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2029,7,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2029,8,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2029,9,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2029,10,0,0,0.0,0.0,0.0,124220.71,0.0,0.0,0.0,0,0.0,-124220.71,0
2029,11,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2029,12,0,0,0.0,0.0,0.0,27560.64,0.0,0.0,0.0,0,0.0,-27560.64,0
2030,1,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,2,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,3,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,4,0,0,0.0,0.0,0.0,106660.07,0.0,0.0,0.0,0,0.0,-106660.07,0
2030,5,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,6,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,7,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,8,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0.0,-10000.0,0
2030,10,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2031,4,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2031,10,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2032,4,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2032,10,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2033,4,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2033,10,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2034,4,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
2034,10,0,0,0.0,0.0,0.0,96660.07,0.0,0.0,0.0,0,0.0,-96660.07,0
